Id,mean_exam_points
10000,55.27753631936
10001,65.09550573355429
10002,46.62196407434194
10003,87.33680071654688
10004,84.24847837164074
10005,63.15361335444345
10006,41.92849763967985
10007,56.52345257400218
10008,61.62545780125401
10009,84.26865065700507
10010,54.10507483528757
10011,59.87291316817346
10012,54.64505957865663
10013,81.59449021889492
10014,65.35509001598196
10015,59.25456221462154
10016,85.56576092257451
10017,58.963069155207734
10018,56.86474316547821
10019,53.79874336700031
10020,79.70282483977168
10021,62.742253023864
10022,63.46941380054197
10023,63.388900482553396
10024,60.87574617558384
10025,82.79873023160688
10026,56.09313667707293
10027,56.52345257400218
10028,58.95466968651286
10029,55.37844957084444
10030,75.1257542418309
10031,59.56771561584231
10032,41.58021612448284
10033,54.66297660869746
10034,44.07097679984889
10035,72.14034639968112
10036,57.299940544648344
10037,70.68683531097157
10038,54.85019467524294
10039,87.19613786804665
10040,86.09749679617356
10041,57.017986609179545
10042,59.14512871747483
10043,60.09439933400849
10044,60.52327453044034
10045,50.54793866535837
10046,46.57742922793373
10047,40.75747461706349
10048,55.71014157184528
10049,81.75347047524869
10050,42.79376265869883
10051,86.93159523809526
10052,55.533025190095195
10053,56.23147421282135
10054,55.05300830568912
10055,55.638986808513124
10056,72.52667495356552
10057,55.38290717048295
10058,60.538226069359645
10059,79.70497409718462
10060,64.90232468940465
10061,61.14531152653707
10062,63.26094124493112
10063,56.41705770863123
10064,60.326823432739296
10065,55.57175617389269
10066,54.19065102128216
10067,78.52480935651558
10068,54.44090286042881
10069,56.949458306533295
10070,61.826501262297036
10071,55.33694757245414
10072,55.82202011313654
10073,58.59228338412085
10074,66.62958567210214
10075,55.94920655781266
10076,72.38273240499916
10077,55.471470600407294
10078,56.5808373898704
10079,80.43787390833688
10080,55.11768780166566
10081,56.72642597253012
10082,83.44641991605816
10083,72.3202638570588
10084,58.62132587556139
10085,56.77788653549519
10086,85.20880841562337
10087,81.90264905679905
10088,46.77575411763198
10089,87.08012730128935
10090,57.887350292476
10091,56.59796148963867
10092,61.17222349278988
10093,65.50940123604397
10094,64.16831929181929
10095,58.49130444627002
10096,83.8258736226945
10097,65.16336997821082
10098,83.13377707394797
10099,54.89680265636085
10100,81.64122778803285
10101,55.88350537077388
10102,54.528381659379185
10103,65.67295113612305
10104,58.19473425736655
10105,57.24001948051948
10106,56.529838140635384
10107,54.93956684864609
10108,56.01586678742654
10109,48.76634784369197
10110,58.59822813820421
10111,50.476596372906144
10112,67.00064459693118
10113,56.45816019534596
10114,55.456775057506654
10115,81.64253827508031
10116,52.09932791545169
10117,84.87773621656699
10118,45.35415143428713
10119,57.50601285402249
10120,64.99959990665441
10121,56.84387452021662
10122,84.08689878351237
10123,58.23923680909353
10124,55.32417613108799
10125,73.15012207263457
10126,53.63578772397194
10127,59.57158176277142
10128,56.00242831107262
10129,55.92689862399484
10130,70.94473946060187
10131,61.07926881629983
10132,44.993969105681714
10133,70.64272376312452
10134,81.27100134284893
10135,84.23540023773214
10136,62.586936808289735
10137,54.1895583626115
10138,82.49786854848077
10139,66.58420441153783
10140,56.05123624466874
10141,63.36476007072386
10142,76.00292566351776
10143,57.94814612511672
10144,44.85194223950653
10145,53.25538657613002
10146,57.65258972350424
10147,52.66956246331738
10148,52.82861502693868
10149,58.51131431544646
10150,87.48105562861197
10151,65.39917977986508
10152,82.95006446051788
10153,62.49473557221913
10154,57.27979607370122
10155,66.02898338277173
10156,59.87291316817346
10157,53.67956337045764
10158,57.02028342555003
10159,54.97662762926263
10160,49.00510269169682
10161,72.86397702519372
10162,51.002518159748746
10163,56.36400746590239
10164,63.559737787610786
10165,83.78853424725449
10166,79.32730878818472
10167,59.3652264239029
10168,83.7216273248445
10169,56.22555967120818
10170,54.80697212522686
10171,54.6635911173943
10172,57.498901497720354
10173,65.95596509973005
10174,59.56771561584231
10175,63.723460463670335
10176,65.35960443860793
10177,58.25730102340696
10178,53.75044719142488
10179,56.349538410484
10180,72.14034639968112
10181,64.38965619080622
10182,59.97615192667257
10183,56.374848899336904
10184,83.30120863539196
10185,62.92705719458149
10186,57.19753622279204
10187,87.23609195841345
10188,55.96008572648995
10189,58.513210571592154
10190,86.19964102440613
10191,53.28430056952851
10192,72.5185214008764
10193,86.47190558710248
10194,81.2975532288781
10195,73.13098354226345
10196,56.226527473570584
10197,54.494379163255196
10198,42.07250378401518
10199,56.23147421282135
10200,53.918093747170275
10201,55.64338707805433
10202,54.095125099687806
10203,73.4512628297197
10204,65.81129576635027
10205,54.10507483528757
10206,44.86901654429748
10207,69.26767530602334
10208,79.38512281606755
10209,55.893213343809364
10210,85.85385357760052
10211,69.78316200976644
10212,73.79053586936335
10213,79.82540411680768
10214,64.1274818299977
10215,56.05123624466874
10216,71.587602335266
10217,58.05980806518459
10218,60.10986792701871
10219,55.944744698212446
10220,53.427976904837784
10221,63.26438889742236
10222,59.91980597747888
10223,57.98317295293059
10224,85.687743156722
10225,55.113383231983036
10226,55.24744437352614
10227,55.24888547620985
10228,57.17751594361824
10229,56.59332893563114
10230,81.97025740880741
10231,73.69262520784626
10232,61.36022746541231
10233,56.716012157784554
10234,83.817363986522
10235,56.871933437500644
10236,57.16463970207632
10237,60.466725558221285
10238,45.99220005515295
10239,83.69979254721315
10240,56.90646878333012
10241,86.3824807284805
10242,59.21412940516604
10243,54.122844907568954
10244,59.87291316817346
10245,71.11062797073396
10246,50.4094901756666
10247,84.57845800411422
10248,51.93182185171528
10249,70.27466972257884
10250,70.95566992433983
10251,60.62054362647207
10252,55.09974740594913
10253,81.35183688722698
10254,56.56272995040791
10255,53.45606143527744
10256,54.97770748980221
10257,65.20137065542505
10258,58.51793086856238
10259,59.96994198036487
10260,49.178924854859105
10261,81.52591025503565
10262,46.88725958821646
10263,71.77330391101037
10264,57.31368901345644
10265,55.76481273643506
10266,54.17275969013187
10267,83.19387535252729
10268,81.47470866991978
10269,78.58005469687308
10270,87.54473875379372
10271,58.330893217893205
10272,54.371267207335684
10273,74.89307004992448
10274,53.93606103138706
10275,44.53583137491212
10276,43.135474097352805
10277,73.72139749139748
10278,55.870004476543315
10279,64.77233030630437
10280,62.530622296146596
10281,82.69833424863424
10282,57.830431415451656
10283,85.75350357176859
10284,58.513210571592154
10285,57.30680831683711
10286,56.066089726068064
10287,57.20868148858832
10288,42.8397944717404
10289,64.85624248682956
10290,83.17371428974951
10291,56.052523418252306
10292,55.67907003381044
10293,57.04241327132582
10294,80.23635473521207
10295,56.445975135878406
10296,57.59450446200858
10297,55.517561358729225
10298,57.140964335184364
10299,55.823813174387034
10300,54.82921113564228
10301,69.73108014709554
10302,68.75993231727387
10303,55.720350679344484
10304,85.45366876842964
10305,71.9381325988024
10306,41.175564659933016
10307,82.95491556790408
10308,61.18021408055444
10309,57.54865638027284
10310,52.961902515960745
10311,56.11492520273171
10312,56.09859445450101
10313,87.48630275747482
10314,41.92849763967985
10315,79.71006192613052
10316,57.694195869015346
10317,45.78008826801903
10318,58.058136072626404
10319,84.60646753872692
10320,59.342473476640635
10321,87.54473875379372
10322,57.15576933124348
10323,80.4725249214685
10324,55.877593616451826
10325,56.65177962008978
10326,53.3172511249903
10327,78.60905813129621
10328,45.90951529828087
10329,60.14278752920626
10330,70.12073871115982
10331,56.98644276298974
10332,59.33797775177975
10333,73.37477631937037
10334,85.29725090611073
10335,65.95596509973005
10336,47.24271460547094
10337,67.14355337067597
10338,54.68312992847765
10339,54.649319443848654
10340,71.29860501131262
10341,59.01288504939637
10342,85.61172247410164
10343,71.13854054451956
10344,62.66458776692115
10345,64.33857316373361
10346,67.52263110739023
10347,55.13792902871924
10348,50.42593000680309
10349,68.34709144195811
10350,50.625883760875084
10351,53.57942107842744
10352,73.3651308717927
10353,57.04241327132582
10354,66.58420441153783
10355,71.23424500958515
10356,84.42759363858158
10357,63.77360800241959
10358,65.2921869388474
10359,55.99782928992081
10360,57.463680718331496
10361,67.22733372344511
10362,50.60563201953155
10363,66.61065553729829
10364,57.663160827085285
10365,63.388900482553396
10366,59.35867087324441
10367,57.61761237295519
10368,48.486053951935
10369,71.82545035626859
10370,70.35148219386379
10371,82.26418010049827
10372,59.05812915286706
10373,55.61086981674505
10374,65.01796493088949
10375,54.79335574641422
10376,65.77134219365928
10377,58.86727339135532
10378,87.34328582769622
10379,83.53852991665906
10380,76.9568909522216
10381,62.821093981829506
10382,57.223955728895106
10383,58.87675042788568
10384,60.280310511737156
10385,54.931203131904475
10386,58.10733942097018
10387,56.55377055385095
10388,79.69225924072157
10389,52.0759806489746
10390,62.442173323356876
10391,54.1697479589611
10392,51.957266399063926
10393,83.62569114408124
10394,70.39829906204906
10395,53.14519493409449
10396,78.32059776065017
10397,71.2642787087493
10398,86.43473154364689
10399,60.412807123219565
10400,60.24184013673731
10401,86.27140313003086
10402,57.777944517101005
10403,80.49949187727383
10404,86.89534267691587
10405,84.77285970370718
10406,70.12073871115982
10407,55.29602411659394
10408,53.24640684312605
10409,64.26893764450477
10410,55.38531313025618
10411,59.05812915286706
10412,50.62990947325881
10413,58.01563767436776
10414,60.466725558221285
10415,50.99321419874991
10416,85.19368135445568
10417,56.1333080906501
10418,44.07097679984889
10419,64.62018119507293
10420,56.67578625151846
10421,57.10202558049745
10422,54.83447836273041
10423,61.614791209966235
10424,84.2779332355624
10425,54.408689952678735
10426,88.20969108793406
10427,73.3392802811224
10428,73.09028475349096
10429,81.47470866991978
10430,59.70619885113875
10431,71.86816220209515
10432,80.02150303617299
10433,83.55075587505473
10434,68.4984761592719
10435,67.03831101842972
10436,85.75350357176859
10437,66.19498411570734
10438,56.62217933918877
10439,56.705880897463565
10440,71.89532323236311
10441,57.09031314815741
10442,62.191704374873396
10443,41.1905763388711
10444,56.33147660726103
10445,57.911644527025544
10446,59.55439754688485
10447,48.255960138714535
10448,54.771649060143766
10449,64.38965619080622
10450,74.1991255269175
10451,83.93287598480089
10452,78.75818253527217
10453,80.29090151437856
10454,71.96204679511777
10455,54.66297660869746
10456,85.8280425410487
10457,56.18793002211335
10458,58.06357980848143
10459,58.22134016140223
10460,55.82178494158863
10461,60.732146095734336
10462,42.24667082801775
10463,60.95375403028378
10464,57.850769945954816
10465,56.88214807030716
10466,60.10374165994445
10467,68.43841190714166
10468,60.00444338415018
10469,56.52345257400218
10470,82.86962695145823
10471,57.39654713520623
10472,57.53270674189999
10473,55.354547744416884
10474,55.14917235168771
10475,56.520711951875654
10476,63.7149187068943
10477,52.75980781072564
10478,86.1573037786221
10479,71.11062797073396
10480,80.96584321675829
10481,52.41808557338969
10482,57.298254175389246
10483,73.11100046520335
10484,42.79376265869883
10485,59.24167703147188
10486,71.85096554490025
10487,49.70516403293995
10488,56.51194091479332
10489,61.79158765022277
10490,54.53257349460589
10491,61.143549268914285
10492,55.352650916468
10493,57.10272761668753
10494,55.10887909522863
10495,85.08905625143541
10496,55.58781119232826
10497,84.43206280098264
10498,55.82178494158863
10499,57.48767291178555
10500,56.26340388918252
10501,78.32059776065017
10502,83.93874505230013
10503,51.512500565472095
10504,60.412807123219565
10505,49.84362579347791
10506,66.25850792161768
10507,83.33096204887512
10508,60.126251896089464
10509,83.71467889229247
10510,53.372943740633744
10511,80.4978419218257
10512,56.473262767174425
10513,55.35252663751043
10514,55.2492829235971
10515,56.40460060886912
10516,71.74681374181374
10517,59.318142948836005
10518,56.14550352298518
10519,82.00758875236414
10520,54.10086877185124
10521,59.433892182564406
10522,63.987296591113726
10523,54.75740499965346
10524,71.13854054451956
10525,80.4761289537991
10526,57.83636474733571
10527,87.92483741971938
10528,51.137159187590335
10529,62.66979278927589
10530,59.318142948836005
10531,55.93057439917573
10532,56.93321452330631
10533,54.85019467524294
10534,78.18947342577965
10535,57.12765899433905
10536,56.14956766400822
10537,85.49554742724628
10538,47.240580491028766
10539,56.828600792953466
10540,62.18387746630236
10541,51.468595862440914
10542,58.74167178296115
10543,54.409617045673976
10544,59.68036311224519
10545,84.50758128585801
10546,54.42260193568467
10547,67.24044769298739
10548,80.77541209110524
10549,63.270009294866306
10550,73.98471418699232
10551,86.2086138242612
10552,54.34105243710357
10553,62.980012632859946
10554,54.66297660869746
10555,85.74447179873266
10556,56.78943989920016
10557,57.63464423452806
10558,43.12290690509913
10559,81.10208180708182
10560,66.1002949570982
10561,42.33011611888447
10562,54.669924052910986
10563,83.21017802409031
10564,82.86392092254675
10565,84.41180849156657
10566,59.68036311224519
10567,58.48007564564095
10568,53.80165388761361
10569,66.48431355522466
10570,60.756922590302466
10571,58.73993773322186
10572,88.31145470594078
10573,64.0674902874903
10574,66.21226948731915
10575,78.32059776065017
10576,52.997570275074466
10577,81.58376622771422
10578,84.36164527512832
10579,59.542250596702914
10580,49.70516403293995
10581,80.19522583491386
10582,86.46258877762857
10583,56.69241177176134
10584,41.42025595181617
10585,54.243255045955564
10586,54.444984126984124
10587,81.85065323565324
10588,81.19216414317981
10589,79.75591007422996
10590,56.361187110528334
10591,54.812459180200115
10592,55.61827311057546
10593,67.25580369014244
10594,56.18793002211335
10595,61.841127378717744
10596,56.287564470565385
10597,56.593100021818834
10598,55.83447601436056
10599,56.005073860943696
10600,56.78088363623559
10601,80.51201677305312
10602,67.1482455177093
10603,53.61913065261302
10604,87.74260408545705
10605,69.12920013329295
10606,72.84672877312912
10607,87.18680565768416
10608,61.07926881629983
10609,64.3357985252216
10610,40.54893094677553
10611,71.49941722644374
10612,40.75747461706349
10613,53.88164370287305
10614,88.92498451548452
10615,55.882590397777605
10616,67.1136237607105
10617,62.55511904841844
10618,60.1415631698638
10619,67.47669497729345
10620,54.2238162592073
10621,57.410215029974715
10622,56.10987047259634
10623,57.70195527021279
10624,78.32059776065017
10625,80.28921204728948
10626,69.0787776516483
10627,72.14609655280276
10628,80.23635473521207
10629,49.730170481367274
10630,53.46886709537651
10631,60.202307066417944
10632,78.18947342577965
10633,45.936020304102605
10634,81.09765125458104
10635,85.32718237846915
10636,60.73821372022517
10637,50.63543377098038
10638,66.46014139973195
10639,58.15062613530261
10640,54.40911074509687
10641,71.23739460927942
10642,60.64621580492435
10643,61.314695797215336
10644,56.92526872542719
10645,55.47660801963535
10646,60.59201501989514
10647,78.52480935651558
10648,54.931203131904475
10649,57.29011765827918
10650,57.955262061816285
10651,84.78573518349594
10652,60.756922590302466
10653,60.756922590302466
10654,55.893213343809364
10655,57.684231027426684
10656,56.4457106858272
10657,71.9623367120004
10658,45.603119320300074
10659,64.44972347639589
10660,61.42504123839448
10661,84.80277674716717
10662,86.47900897181178
10663,60.62054362647207
10664,59.653578273851
10665,81.09085092364005
10666,44.62356240014508
10667,55.82059592066249
10668,86.29927056277056
10669,59.14494498486918
10670,85.90662334025168
10671,60.658609081598854
10672,63.7149187068943
10673,53.87574606502515
10674,80.7135531657169
10675,55.138110466672735
10676,71.82835165778647
10677,84.28132518865206
10678,61.20345154259297
10679,56.23147421282135
10680,62.822806882113326
10681,57.29005230909442
10682,60.40854214413038
10683,56.66734946948035
10684,56.2009561085725
10685,63.796659600109564
10686,57.928212881850996
10687,81.89991528224922
10688,54.3137818847513
10689,73.2058698422532
10690,60.59201501989514
10691,72.4718031308424
10692,82.10322657278657
10693,80.35862001323729
10694,72.351021209163
10695,59.09051187701188
10696,59.96877813291216
10697,71.96204679511777
10698,83.44641991605816
10699,63.26438889742236
10700,78.32059776065017
10701,59.116350311079714
10702,61.185456309694956
10703,60.327450018298435
10704,56.34024139870177
10705,81.4328174326384
10706,47.08905789330581
10707,87.80165433084512
10708,54.01053425098948
10709,43.87131038435516
10710,62.40045044424817
10711,54.68312992847765
10712,54.735484000611095
10713,61.747201874907134
10714,57.581482302397596
10715,58.86718787149282
10716,81.19216414317981
10717,83.96753244534607
10718,57.77459718436288
10719,59.23463187917725
10720,70.35744762705825
10721,59.419060516773364
10722,60.11566104882692
10723,66.72463684569527
10724,78.97347434584641
10725,56.18266306554586
10726,59.62216619879191
10727,55.67907003381044
10728,78.81660966810966
10729,71.82835165778647
10730,87.58136438398202
10731,86.42614595371124
10732,57.937513059203255
10733,58.22655196283458
10734,64.08890375021458
10735,56.19869277015263
10736,56.33147660726103
10737,55.98245160021543
10738,55.06867054918953
10739,78.40184142687808
10740,54.78183311367797
10741,81.75106324254178
10742,66.46014139973195
10743,55.55508527709314
10744,64.32551412857602
10745,81.22002145300489
10746,55.29150987912621
10747,86.80668908489791
10748,53.97689384717507
10749,44.88018820769976
10750,57.4706679085767
10751,63.37233335224852
10752,58.34800267088008
10753,60.74434816002187
10754,71.16567150287256
10755,67.18006575016874
10756,65.81129576635027
10757,57.704093417127204
10758,50.39982723761873
